content,공부 하나도 안하고 전공시험 보는 사람...바로 나다,
comment,에반데,2020.10.19 18:57
comment,그거 약간 내가 될것같음 좀 보긴했는데 걍 나 빡대가린것같아,2020.10.19 18:58
comment,이거나다ㅠ,2020.10.19 23:18
content,미적분 쉬웠다 그치,
comment,ㄱㅅㅇ교수님?,2020.10.19 19:20
comment,예압,2020.10.19 19:20
comment,넹 그런듯. 문제들이 대부분 익숙하게 다가왔어요 ㅎㅎ,2020.10.19 19:22
comment,"수업듣고 따로 추가적으로 복습많이 했냐고 물어보기 보단, 걍 수업 들었냐고 물어보는 느낌이었어요",2020.10.19 19:23
comment,맞아요맞아요 아마 다들 질문할 때 대답 잘 못해서 그런 거 같아요,2020.10.19 19:25
comment,혹시 시험문제 파일 암호 기억하고 계세요?,2020.10.19 19:34
comment,ㅋㅋㅋ 상평이었으면 실수차이로 갈렸겠다,2020.10.19 19:29
comment,교수님 성격상 막 다 잘봤다고 절평 커트라인 높일 거같아요,2020.10.19 19:30
comment,삭제된 댓글입니다.,
comment,ㅜㅜ,2020.10.20 0:33
comment,삭제된 댓글입니다.,
comment,ㄱㅊㄱㅊ,2020.10.20 0:48
comment,7문제였어요,2020.10.20 1:06
comment,소문제 있었습니다~,2020.10.20 1:12
content,아니 불인 ㄱㅇㅇ 교수님 시험 공지 하셨어?? 왜 얘기가 없음??,
comment,김영일 교수님이면 하셨어!,2020.10.19 19:45
comment,언제?언제?,2020.10.19 20:01
comment,금요일 수업이야?,2020.10.19 21:03
comment,혹시 월욜이야??,2020.10.19 21:10
comment,아 나는 금요일인데 하셨어,2020.10.19 21:17
comment,나 금요일 1교시 수업!  잉? 언제 알려주셨어??ㅠㅠㅠ,2020.10.19 21:25
comment,저번주 수업 할 때 중요하다면서 얘기하셨어..!,2020.10.19 21:26
content,미적 박정미 교수님이 시험볼때 웹엑스 들어가고 캠켜야한다고 하셨나요??,
content,2학년 1학기 휴학하려 하는데 휴학 중에는 rotc 지원 못하나요?,
content,리더십 과제 인물 두 명 정하는거 수업시간에 배운 인물 말고 다른 인물도 가능한거야?,
comment,난 그냥 내가 생각하는 사람 했우,2020.10.19 21:28
comment,ㅇㅇ,2020.10.19 22:33
content,eas1 제이미커크 중간고사 준비 어떻게 하고 있어? 나 정말 멘붕이야,
comment,스피킹? 그 부분은 피피티 봐도 뭔지 모르겠음,2020.10.19 21:33
comment,이거 나도임ㅋㅋㅋㅋㅌ,2020.10.19 23:00
comment,전부다 f라고 하고 바꿔쓸까ㅋㅋㅋㅋㅋ,2020.10.19 23:01
content,웹엑스 캠이 안되서 컴퓨터설정 들어갔더니 이렇데요 도와주세요 ㅠㅠㅠ,
content,아미친 2주만에 50만원 썼다,
comment,하.... 돈벌기는 ㅈㄴ힘든데,2020.10.19 21:44
comment,난 한달에 7만원,2020.10.19 23:36
content,내일 아침에 시험 있는데 새벽 알바 뛰고 와야한 ㄴ데 하으아아ㅏㅇ맘 같아선 밤 새고 싶다 ㅜㅜㅜ,
content,문예세 ㅇㅊㅎ 에세이개요 제출하신 분들 혹시 한글 파일로 제출하셨나요...???,
comment,그럴예정이요 한글파일아닌가요??,2020.10.19 22:29
comment,저도 그렇게 알고 있는데 혹시나 해서요..!,2020.10.19 22:29
content,거시원론 ㅇㅁㅅ 교수님 그래프 그리는 문제 없다고 하셨나요?,
comment,그래프 그리는 건 모르겠는데 그래프 축 같은거 잘 보라고는 하셨...,2020.10.19 22:15
comment,아하 감사합니다! 혹시 근데 만약 그래프 그리는 문제 있으면 빈종이에 그려서 사진첨부로 내도 되는 걸까요..? ㅠㅠㅠ,2020.10.19 22:16
comment,상관 없을 것 같아요! 전 그냥 프린트해서 자필로 써서 제출할 생각입니다..,2020.10.19 22:17
content,현대중국문화이해 중간시험 범위 1~5장 맞나요??,
content,신공학관 가려면 어디역에서 내리는게 빨라?,
comment,삭제된 댓글입니다.,
comment,오 고마워  학교를 한번도 안가봐서 ㅋㅋ,2020.10.19 22:53
comment,충무로역 1번출,2020.10.19 23:22
content,거시원론 ㅇㅁㅅ 교수님 시험 오픈북인가요?,
content,내일 나삶나비 ㅁㅈㅇ 교수님 휴강 맞아?,
comment,맞지..?,2020.10.20 0:33
comment,맞아,2020.10.20 1:28
content,중도에서 공부해보신 분 계신가욥...저 좀 알려주세요 어떻게 들어가서 어떻게 자연스럽게 스며들어서 공부해야하죠...?..??,
comment,ㅌㅋㅋㅋㅋㅋ나도 궁금행,2020.10.20 0:12
